"employee_id","schoolName","fieldOfStudy","degreeName"
"t_142","KU Leuven","Biomedical Sciences","Bachelor of Science - BS"
"t_143","MIP Politecnico di Milano","International Master in Business Analytics and Big Data",NA
"t_143","KU Leuven","Mechanical Engineering","Master's degree"
"t_143","UCLouvain - Université catholique de Louvain","Mechanical Engineering","Master's degree"
"t_144","KU Leuven",NA,"MSc Statistics and Data Science"
"t_144","Universidad Loyola Andalucía",NA,"Business Administration and Management (Dual Business Degree)"
"t_144","Quinlan School of Business, Loyola University Chicago",NA,"BBA U.S./Europe Double Degree"
"t_145","KU Leuven","Mathematics","Doctor of Philosophy - PhD"
"t_145","Københavns Universitet","Mathematics","Master of Science (MSc)"
"t_145","Københavns Universitet","Mathematics","Bachelor of Science (BSc)"
"t_146","KU Leuven","Psychology Theory & Research","Research Master of Science - MSc"
"t_147","Katholische Universität Eichstätt-Ingolstadt","Business Analytics and Operations Research","Master of Science - MS"
"t_147","KU Leuven","Business and Statistics","Exchange Semester"
"t_147","Johann Wolfgang Goethe-Universität Frankfurt am Main","Wirtschaftswissenschaften","Bachelor of Science (B.Sc.)"
"t_148","University of Leuven","Master of Science in Engineering, Mathematical Engineering",NA
"t_148","Universidad Politécnica de Madrid","The ATHENS program: Non-linear mathematical Models and Applications",NA
"t_148","University of Leuven","Bachelor of Science in Engineering, Electrical Engineering and Computer Science",NA
"t_149","KU Leuven",NA,"Master of Statistics and Data Science"
"t_149","National Technical University of Athens","Civil Engineering","5 Year Diploma in Civil Engineering (Equivalent to Master's - 300 ECTS)"
"t_150","KU Leuven","Business Economics","Doctor of Philosophy - PhD"
"t_150","Toastmasters International",NA,NA
"t_150","Harbin Institute of Technology","Management Science and Engineering","Master's degree"
"t_151","UGent","Statistical Data Analysis (Data Science)","Master's degree"
"t_151","KU Leuven","Informatiemanagement (Information management)","Master"
"t_151","KU Leuven","Toegepaste economie (Applied economics)","Master"
"t_152","KU Leuven","Biostatistics","Doctor of Philosophy - PhD"
"t_152","Katholieke Universiteit Leuven","Industrial Statistics","Master's degree"
"t_152","Universiteit Hasselt","Mathematics","Bachelor's degree"
"t_153","KU Leuven","Bioscience Engineering","Doctor of Philosophy - PhD"
"t_153","KU Leuven","Statistics","Master of Science (M.S.)"
"t_153","Universidad Nacional de Colombia","Statistics","Bachelor's degree"
"t_154","University of Leuven","Statistics","Master’s Degree"
"t_154","University of Regina","Physics","Bachelor of Science"
"t_155","KU Leuven","Economics","Master of Science (M.Sc.)"
"t_155","KU Leuven","Statistics","Master of Statistics"
"t_155","Universität Mannheim","Volkswirtschaftlehre","Bachelor of Science (B.Sc.)"
"t_156","KU Leuven","AI in respiratory medicine","Doctor of Philosophy - PhD"
"t_156","Delft University of Technology",NA,"Master of Science (MSc)"
"t_156","Indian Institute of Technology, Kharagpur","urn:li:fs_fieldOfStudy:100365","Bachelor of Technology (B.Tech. Hons)"
"t_157","University of Leuven","Bioengineering and Biomedical Engineering","Doctor of Philosophy (PhD) * DISCONTINUED *"
"t_157","University of Belgrade","Electrical Engineering (Signals and Systems)","Master's Degree"
"t_157","University of Belgrade","Electrical Engineering (Signals and Systems)","Bachelor's Degree"
"t_158","KU Leuven","Statistics and Data Science for Social, Behavioral and Educational Sciences","Master's degree"
"t_158","Universidad Nacional de Colombia","Statistics","Bachelor's degree"
"t_159","Christian-Albrechts-Universität zu Kiel","Quantitative Finance","Master of Science - MS"
"t_159","KU Leuven","Econometrics and Quantitative Economics","Master's degree"
"t_159","Universität Trier","Economics","Bachelor of Science - BS"
"t_160","Vrije Universiteit Brussel","Engineering","Doctor of Philosophy - PhD"
"t_160","KU Leuven","Statistics and Data Science","Master of Science - MS"
"t_160","Universidad de Costa Rica UCR","Statistics","Bachelor's degree"
"t_161","KU Leuven","Computer Science","Doctor of Philosophy - PhD"
"t_161","Indian Institute of Technology, Kharagpur","Telecommunications Engineering","Master of Technology (M.Tech.)"
"t_161","Madan Mohan Malaviya University of Technology","Electrical, Electronics and Communications Engineering","Bachelor of Technology (B.Tech.)"
"t_162","KU Leuven","Statistics","Master's degree"
"t_162","Universidad de Navarra / University of Navarra",NA,"Biology"
"t_163","KU Leuven","Estatística","Mestrado"
"t_163","Universidade Federal do Rio de Janeiro","Administração e Negócios","Bacharelado"
"t_164","KU Leuven","M.Sc. in International Business Economics and Management","Master's degree"
"t_164","The Johns Hopkins University","Data science","Data Science Specialzation (Online)"
"t_164","Vrije Universiteit Brussel","Business/Corporate Communications","Bachelor of Science - BS"
"t_165","UC Irvine",NA,"Masters in Business Analytics"
"t_165","KU Leuven",NA,"Master of Information Management"
"t_165","Achiever’s IAS Academy",NA,NA
"t_166","KU Leuven","Statistics","Master of Science - MSc"
"t_166","National University of Colombia","Statistics","Bachelor's degree"
"t_166","Escuela Tecnológica Instituto Técnico Central",NA,"High School - Career and Technical Education (CTE) in Systems and Computing"
"t_167","KU Leuven","Statistics","Doctor of Philosophy - PhD"
"t_167","Instituto Tecnológico Autónomo de México","Computer Science","Master’s Degree"
"t_167","Instituto Tecnológico Autónomo de México / ITAM","Applied Mathematics","Bachelor’s Degree"
"t_168","Ghent University","Bioinformatics","Doctor of Philosophy - PhD"
"t_168","Katholieke Universiteit Leuven","Artificial Intelligence","Advanced Master of Sciences"
"t_168","Universiteit Hasselt","Statistics","Master of Science (M.Sc.)"
"t_169","University of Groningen","Mathematics and Statistics","Master's Degree"
"t_169","Università degli Studi di Padova","Statistics","Master's Degree"
"t_169","Katholieke Universiteit Leuven","Statistics","Master's degree"
"t_170","KU Leuven","Mathematics","Doctor of Philosophy (PhD)"
"t_170","Normal Superior School Bucharest (SNSB)","Mathematics","Master's degree"
"t_170","University of Bucharest","Mathematics","Master's degree"
"t_171","KU Leuven",NA,"Master of Information Management"
"t_171","Hogeschool PXL","AI Business Architect","Postgraduate Degree"
"t_171","KU Leuven",NA,"Bridging Programme Information Management"
"t_172","KU Leuven","Business Statistics and data science","Masters"
"t_172","St. Xavier's College","Statistics","bsc statistics"
"t_173","KU Leuven","Statistics & Data Science","Master of Science - MS"
"t_173","Dronacharya College Of Engineering","Electronics and Communications Engineering","Bachelor of Engineering - BE"
"t_174","KU Leuven","Statistics & Data Science","Master of Science - MSc"
"t_174","Boğaziçi Üniversitesi","Industrial Engineering","Bachelor of Science - BS"
"t_174","DTU - Technical University of Denmark","Management Engineering","Exchange"
"t_175","KU Leuven","Artificial Intelligence","Doctor of Philosophy - PhD"
"t_175","KU Leuven","Artificial Intelligence","Advanced Master of Science"
"t_175","National Technical University of Athens","Electrical and Computer Engineering","BSc and MSc combined (Diploma), 300 ECTS (Specialization: Information Technology)"
"t_176","University of Leuven","Statistics","Master of Science (M.Sc.)"
"t_176","University of Leuven","Wijsbegeerte","Master of Arts (M.A.)"
"t_176","University of Leuven","Wijsbegeerte","Bachelor of Arts (BA)"
"t_177","KU Leuven","Statistics","Master of Science (M.Sc.)"
"t_177","Amrita Vishwa Vidyapeetham, Coimbatore","Information Technology","Bachelor of Technology (B.Tech.)"
"t_177","Mani Higher Secondary School",NA,NA
"t_178","KU Leuven","Artificial Intelligence","advance master"
"t_178","University of Leuven","Electrical and Electronics Engineering","Master’s Degree"
"t_178","National Chiao Tung University","Electrical and Electronics Engineering","Master's degree"
"t_179","KU Leuven","Information Technology","Erasmus Exchange"
"t_179","University of Tartu","Innovation and Technology Management","Master of Arts - MA (cum laude)"
"t_179","edX","Data Science","Professional Program"
"t_180","KU Leuven","Statistics","Master’s Degree"
"t_180","Lahore University of Management Sciences","Accounting and Finance","Bachelor of Science (Hons.)"
"t_181","KU Leuven","Statistics and Data Science","Master of Science - MS"
"t_181","KU Leuven","Business Administration","Bachelor of Science - BS"
"t_181","Seoul Design High school","Fashion design","High School Diploma"
"t_182","KU Leuven","ingenieurswetenschappen computerwetenschappen","Master"
"t_182","Universiteit Antwerpen","Computerwetenschappen","Bachelorgraad"
"t_183","Katholieke Universiteit Leuven",NA,"Master's degree of Statistics"
"t_183","Yangzhou University","International Economics and Trade","Bachelor's degree"
"t_184","University of Leuven","Statistics","Master's degree"
"t_184","Karlsruhe Institute of Technology (KIT)","Computer Science","Bachelor's degree"
"t_185","Harvard Business School Online","Leadership and Management","Specialization"
"t_185","KU Leuven","Engineering","Doctor of Philosophy - PhD"
"t_185","Katholieke Universiteit Leuven","Artificial Intelligence","Master of Artificial Intelligence"
"t_186","KU Leuven","Artificial Intelligence (Specialized in Speech and Language Technology)","Master's degree"
"t_186","National Taipei University of Education","Language and Creative Writing","Bachelor of Arts - BA"
"t_187","Czech Technical University in Prague","Computer Science","MSc."
"t_187","KU Leuven","Artificial Intelligence",NA
"t_187","University of Economics, Prague","Finance","BSc."
"t_188","KU Leuven","Computer Science","Master of Science - MSc"
"t_188","Udacity","Artificial Intelligence","Deep Learning Foundation Nanodegree"
"t_188","Provinciale Secundaire School Diepenbeek","Latijn-Wiskunde",NA
"t_189","KU Leuven","Artificial Intelligence","Advanced Master's degree"
"t_189","KU Leuven","Psychology: Theory and Research","Master's degree"
"t_189","University of Ljubljana","Microbiology, General","Bachelor's degree"
"t_190","ESGI","Big Data & Artificial Intelligence",NA
"t_190","KU Leuven","Master in Information Management","Master of Science - Msc"
"t_190","KU Leuven","Master of Science (M.Sc.), Business Economics","Master of Science (M.Sc.), Business Economics"
"t_191","KU Leuven","Artificial Intelligence","Advanced Master"
"t_191","KU Leuven","Mechanical Engineering","Master of Science - MSc"
"t_191","Technische Universität Darmstadt","maschinenbau","Erasmus"
"t_192","KU Leuven","Computer Science,Artificial Intelligence","Master's degree"
"t_192","SDMCET ( Visvesvaraya Technological University) ","Computer Science","Bachelor of Engineering (BE)"
"t_192","Ramnarain Ruia College",NA,"HSC"
"t_193","Pázmány Péter Katolikus Egyetem","Parallel computing","Doctor of Philosophy (PhD)"
"t_193","University of Oxford","Parallel Computing","Visiting PhD student"
"t_193","KU Leuven","Artificial Intelligence","Master of Science (MSc)"
"t_194","Universiteit Gent","Mathematical Computer Sciences","Master of Science (MSc)"
"t_194","Universiteit Gent","Computer Sciences","Bachelor of Science (B.Sc.)"
"t_194","Katholieke Universiteit Leuven","Bachelor Computer Sciences",NA
"t_195","KU Leuven","Artificial Intelligence","Master of Science - MS"
"t_195","Özyeğin Üniversitesi","Computer Science","Bachelor’s Degree"
"t_196","KU Leuven","Artificial Intelligence","Master's degree"
"t_196","Hochschule Darmstadt","Data Science","Master's degree"
"t_196","Universidad de Vigo","Telecommunications Engineering","Bachelor's degree"
"t_197","KU Leuven","Artificial Intelligence",NA
"t_197","Eindhoven University of Technology","Industrial Design","Master of Science (MSc)"
"t_197","Technische Universiteit Eindhoven","Technology Entrepreneurship","Certificate"
"t_198","Universidad Autónoma de Madrid","Machine Learning, Data Mining","PhD in Computer Science and Telecommunications"
"t_198","KU Leuven","Machine Learning, Kernel Methods","Research stay"
"t_198","Universidad Autónoma de Madrid","Machine Learning, Data Mining, Biological Computation","MSc in Biological Computing and Intelligent Systems"
"t_199","KU Leuven","Computer Science","Master of Science - MS"
"t_199","KU Leuven","Engineering Science","Bachelor of Science - BS"
"t_200","Kungliga tekniska högskolan","Machine Learning","MSc. Medical Engineering"
"t_200","KU Leuven",NA,"MSc. Artificial Intelligence"
"t_200","Universidad Rey Juan Carlos",NA,"BSc. Telecommunications engineering"
"t_201","KU Leuven","Machine Learning","Doctor of Philosophy - PhD"
"t_201","Aristoteleion Panepistimion Thessalonikis","Digital Media - Computational Intelligence","Master of Science (MSc)"
"t_201","Aristoteleion Panepistimion Thessalonikis","Electrical & Computer Engineering","Master of Engineering - MEng"
