"employee_id","summary"
"t_3836",NA
"t_3837",NA
"t_3838",NA
"t_3839","Leading dedicated people through challenging projects is my passion. Multidisciplinary is what makes me unique, in particular; cognitive neuroscience, software development, scientific research methodologies, mathematical logic and many more fields of science. By foreseeing problems and focussing on solutions, I worked on a wide variety of software projects."
"t_3840",NA
"t_3841","Computational biologist with extensive bioinformatics and molecular biology background,
offering expertise in analysis of omics data, descriptive/inferential statistics, machine
learning, and data analysis and visualization in Python, R and Tableau. Experienced in:
• developing computational solutions to address challenging biological problems,
• working with large datasets and databases,
• developing bioinformatics workflows and executing them on the cloud.

Email: mltm.isik@gmail.com"
"t_3842",NA
"t_3843","Everlasting passion and aptitude for technology & impactful projects.

I've worked at companies of all sizes (from Google to being the first hire at Layer), in many roles (software engineer, tech lead, engineering manager, chief of staff, product manager, hiring manager, etc). I am a hands-on engineering leader who loves to be involved with many parts of a business. Superpower: hiring/recruiting."
"t_3844","Hello! Recently, I graduated with distinction from the master's programme Artificial Intelligence at the University of Amsterdam. During this time, I specialised in machine learning, deep learning, and computer vision. I have 10 months experience in AI research as an intern for my master's thesis, where I propose a new method to understand scene illumination of RGB-D images. 

I enjoy working on creative projects, which can range from building websites to game development. I have experience with many programming languages, primarily C# and Python. Currently, I am learning C++ and the Unreal Engine."
"t_3845","2021 - Top 50 Talents in Business (Dutch Financial Times) https://fd.nl/fd-persoonlijk/1371661/dit-zijn-ze-de-50-talenten-van-2021-omb3caJCud4h

- Developer Experience & Relations (https://stepzen.com)
- Tech Entrepreneur & Investor (https://hackteam.io)
- International speaker (https://www.youtube.com/results?search_query=roy+derks)
- Author (https://www.amazon.com/Roy-Derks/e/B0834CJH9L)
                                                                                                                       
PAST:
- Tech enthusiast since I first encountered the Internet in the late 90s
- Founded my first startup ""MovieMarkt"", which had over 20,000 users (including 2,000 paid users), when I was 16 years old
- Founded and later sold one of the largest Dutch communities about tv shows (alletvseries.nl)
- Launched the social tvguide application ""Pointers TV-Gids"" as Technical Product Manager @ Wundershift
- Making world-class tech education available to everybody @ Restart Network
- (Co-)founded SwitchBay, the marketplace to buy and sell (used) electronics
- Open-source Projects @ City of Amsterdam
- Engineering Leadership / Management position for 6 scrum teams (25-30FTE) @ Vandebron"
